id,left,top,right,bottom,fid,ADM_SECT_C,SGG_NM,SGG_OID,COL_ADM_SE,GID,ROAD_BT_me,ROAD_LT_me,BSI_INT_mi,BSI_INT_ma,trafficlig,children,intersecti,SOILSLOPE
1780,1117812.560800000093877,1685598.551999999908730,1118112.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
1781,1117812.560800000093877,1685298.552000000141561,1118112.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
1782,1117812.560800000093877,1684998.551999999908730,1118112.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
1813,1117812.560800000093877,1675698.552000000141561,1118112.560800000093877,1675398.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
1814,1117812.560800000093877,1675398.551999999908730,1118112.560800000093877,1675098.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
1815,1117812.560800000093877,1675098.552000000141561,1118112.560800000093877,1674798.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
1967,1118112.560800000093877,1685898.552000000141561,1118412.560800000093877,1685598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
1968,1118112.560800000093877,1685598.551999999908730,1118412.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
1969,1118112.560800000093877,1685298.552000000141561,1118412.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
1970,1118112.560800000093877,1684998.551999999908730,1118412.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
1971,1118112.560800000093877,1684698.552000000141561,1118412.560800000093877,1684398.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2006,1118112.560800000093877,1674198.551999999908730,1118412.560800000093877,1673898.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2007,1118112.560800000093877,1673898.552000000141561,1118412.560800000093877,1673598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2008,1118112.560800000093877,1673598.551999999908730,1118412.560800000093877,1673298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2155,1118412.560800000093877,1685898.552000000141561,1118712.560800000093877,1685598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2156,1118412.560800000093877,1685598.551999999908730,1118712.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2157,1118412.560800000093877,1685298.552000000141561,1118712.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2158,1118412.560800000093877,1684998.551999999908730,1118712.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",10.000000,5471.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2159,1118412.560800000093877,1684698.552000000141561,1118712.560800000093877,1684398.551999999908730,14,"26440",강서구,"33","26440","116",10.000000,5471.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2160,1118412.560800000093877,1684398.551999999908730,1118712.560800000093877,1684098.552000000141561,14,"26440",강서구,"33","26440","116",25.000000,10765.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,15-30%
2161,1118412.560800000093877,1684098.552000000141561,1118712.560800000093877,1683798.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2162,1118412.560800000093877,1683798.551999999908730,1118712.560800000093877,1683498.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2190,1118412.560800000093877,1675398.551999999908730,1118712.560800000093877,1675098.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2191,1118412.560800000093877,1675098.552000000141561,1118712.560800000093877,1674798.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2194,1118412.560800000093877,1674198.551999999908730,1118712.560800000093877,1673898.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2195,1118412.560800000093877,1673898.552000000141561,1118712.560800000093877,1673598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2196,1118412.560800000093877,1673598.551999999908730,1118712.560800000093877,1673298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2343,1118712.560800000093877,1685898.552000000141561,1119012.560800000093877,1685598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2344,1118712.560800000093877,1685598.551999999908730,1119012.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2345,1118712.560800000093877,1685298.552000000141561,1119012.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2346,1118712.560800000093877,1684998.551999999908730,1119012.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2347,1118712.560800000093877,1684698.552000000141561,1119012.560800000093877,1684398.551999999908730,14,"26440",강서구,"33","26440","116",23.333333,7235.666667,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,15-30%
2348,1118712.560800000093877,1684398.551999999908730,1119012.560800000093877,1684098.552000000141561,14,"26440",강서구,"33","26440","116",25.000000,10765.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,15-30%
2349,1118712.560800000093877,1684098.552000000141561,1119012.560800000093877,1683798.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,15-30%
2350,1118712.560800000093877,1683798.551999999908730,1119012.560800000093877,1683498.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2378,1118712.560800000093877,1675398.551999999908730,1119012.560800000093877,1675098.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2379,1118712.560800000093877,1675098.552000000141561,1119012.560800000093877,1674798.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2382,1118712.560800000093877,1674198.551999999908730,1119012.560800000093877,1673898.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2383,1118712.560800000093877,1673898.552000000141561,1119012.560800000093877,1673598.551999999908730,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2384,1118712.560800000093877,1673598.551999999908730,1119012.560800000093877,1673298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2531,1119012.560800000093877,1685898.552000000141561,1119312.560800000093877,1685598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2532,1119012.560800000093877,1685598.551999999908730,1119312.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2533,1119012.560800000093877,1685298.552000000141561,1119312.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2534,1119012.560800000093877,1684998.551999999908730,1119312.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",25.000000,10765.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2535,1119012.560800000093877,1684698.552000000141561,1119312.560800000093877,1684398.551999999908730,14,"26440",강서구,"33","26440","116",30.000000,8118.000000,"20","20",1.000000000000000,0.000000000000000,1.000000000000000,30-60%
2536,1119012.560800000093877,1684398.551999999908730,1119312.560800000093877,1684098.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,15-30%
2537,1119012.560800000093877,1684098.552000000141561,1119312.560800000093877,1683798.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,15-30%
2538,1119012.560800000093877,1683798.551999999908730,1119312.560800000093877,1683498.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2539,1119012.560800000093877,1683498.552000000141561,1119312.560800000093877,1683198.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2568,1119012.560800000093877,1674798.551999999908730,1119312.560800000093877,1674498.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2569,1119012.560800000093877,1674498.552000000141561,1119312.560800000093877,1674198.551999999908730,14,"26440",강서구,"33","26440","116",3.750000,224.017000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2570,1119012.560800000093877,1674198.551999999908730,1119312.560800000093877,1673898.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2571,1119012.560800000093877,1673898.552000000141561,1119312.560800000093877,1673598.551999999908730,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2572,1119012.560800000093877,1673598.551999999908730,1119312.560800000093877,1673298.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2573,1119012.560800000093877,1673298.552000000141561,1119312.560800000093877,1672998.551999999908730,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2574,1119012.560800000093877,1672998.551999999908730,1119312.560800000093877,1672698.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2578,1119012.560800000093877,1671798.551999999908730,1119312.560800000093877,1671498.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2579,1119012.560800000093877,1671498.552000000141561,1119312.560800000093877,1671198.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2581,1119012.560800000093877,1670898.552000000141561,1119312.560800000093877,1670598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2582,1119012.560800000093877,1670598.551999999908730,1119312.560800000093877,1670298.552000000141561,14,"26440",강서구,"33","26440","116",20.000000,32924.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2719,1119312.560800000093877,1685898.552000000141561,1119612.560800000093877,1685598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2720,1119312.560800000093877,1685598.551999999908730,1119612.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2721,1119312.560800000093877,1685298.552000000141561,1119612.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",25.000000,10765.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2722,1119312.560800000093877,1684998.551999999908730,1119612.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",17.333333,4859.666667,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2723,1119312.560800000093877,1684698.552000000141561,1119612.560800000093877,1684398.551999999908730,14,"26440",강서구,"33","26440","116",25.000000,3747.500000,"20","20",0.000000000000000,0.000000000000000,1.000000000000000,2-7%
2724,1119312.560800000093877,1684398.551999999908730,1119612.560800000093877,1684098.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,15-30%
2725,1119312.560800000093877,1684098.552000000141561,1119612.560800000093877,1683798.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,15-30%
2726,1119312.560800000093877,1683798.551999999908730,1119612.560800000093877,1683498.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2727,1119312.560800000093877,1683498.552000000141561,1119612.560800000093877,1683198.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2728,1119312.560800000093877,1683198.551999999908730,1119612.560800000093877,1682898.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2756,1119312.560800000093877,1674798.551999999908730,1119612.560800000093877,1674498.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2757,1119312.560800000093877,1674498.552000000141561,1119612.560800000093877,1674198.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2758,1119312.560800000093877,1674198.551999999908730,1119612.560800000093877,1673898.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2759,1119312.560800000093877,1673898.552000000141561,1119612.560800000093877,1673598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2760,1119312.560800000093877,1673598.551999999908730,1119612.560800000093877,1673298.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2761,1119312.560800000093877,1673298.552000000141561,1119612.560800000093877,1672998.551999999908730,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2762,1119312.560800000093877,1672998.551999999908730,1119612.560800000093877,1672698.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2763,1119312.560800000093877,1672698.552000000141561,1119612.560800000093877,1672398.551999999908730,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2766,1119312.560800000093877,1671798.551999999908730,1119612.560800000093877,1671498.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2767,1119312.560800000093877,1671498.552000000141561,1119612.560800000093877,1671198.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2769,1119312.560800000093877,1670898.552000000141561,1119612.560800000093877,1670598.551999999908730,14,"26440",강서구,"33","26440","116",3.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2770,1119312.560800000093877,1670598.551999999908730,1119612.560800000093877,1670298.552000000141561,14,"26440",강서구,"33","26440","116",11.500000,16746.034000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2771,1119312.560800000093877,1670298.552000000141561,1119612.560800000093877,1669998.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2907,1119612.560800000093877,1685898.552000000141561,1119912.560800000093877,1685598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2908,1119612.560800000093877,1685598.551999999908730,1119912.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2909,1119612.560800000093877,1685298.552000000141561,1119912.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",17.920500,6005.207000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2910,1119612.560800000093877,1684998.551999999908730,1119912.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",13.500000,1907.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2911,1119612.560800000093877,1684698.552000000141561,1119912.560800000093877,1684398.551999999908730,14,"26440",강서구,"33","26440","116",35.000000,5471.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,2-7%
2912,1119612.560800000093877,1684398.551999999908730,1119912.560800000093877,1684098.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,15-30%
2913,1119612.560800000093877,1684098.552000000141561,1119912.560800000093877,1683798.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2914,1119612.560800000093877,1683798.551999999908730,1119912.560800000093877,1683498.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2915,1119612.560800000093877,1683498.552000000141561,1119912.560800000093877,1683198.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2916,1119612.560800000093877,1683198.551999999908730,1119912.560800000093877,1682898.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2917,1119612.560800000093877,1682898.552000000141561,1119912.560800000093877,1682598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2944,1119612.560800000093877,1674798.551999999908730,1119912.560800000093877,1674498.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2945,1119612.560800000093877,1674498.552000000141561,1119912.560800000093877,1674198.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2946,1119612.560800000093877,1674198.551999999908730,1119912.560800000093877,1673898.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2947,1119612.560800000093877,1673898.552000000141561,1119912.560800000093877,1673598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
2948,1119612.560800000093877,1673598.551999999908730,1119912.560800000093877,1673298.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2949,1119612.560800000093877,1673298.552000000141561,1119912.560800000093877,1672998.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2950,1119612.560800000093877,1672998.551999999908730,1119912.560800000093877,1672698.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2951,1119612.560800000093877,1672698.552000000141561,1119912.560800000093877,1672398.551999999908730,14,"26440",강서구,"33","26440","116",8.600000,283.937000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
2952,1119612.560800000093877,1672398.551999999908730,1119912.560800000093877,1672098.552000000141561,14,"26440",강서구,"33","26440","116",5.283000,226.816000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2953,1119612.560800000093877,1672098.552000000141561,1119912.560800000093877,1671798.551999999908730,14,"26440",강서구,"33","26440","116",4.000000,398.181714,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2954,1119612.560800000093877,1671798.551999999908730,1119912.560800000093877,1671498.552000000141561,14,"26440",강서구,"33","26440","116",12.000000,818.034000,"20","20",1.000000000000000,0.000000000000000,1.000000000000000,"0"
2955,1119612.560800000093877,1671498.552000000141561,1119912.560800000093877,1671198.551999999908730,14,"26440",강서구,"33","26440","116",5.666667,611.466000,"10","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
2956,1119612.560800000093877,1671198.551999999908730,1119912.560800000093877,1670898.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
2957,1119612.560800000093877,1670898.552000000141561,1119912.560800000093877,1670598.551999999908730,14,"26440",강서구,"33","26440","116",11.500000,16746.034000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,2-7%
2958,1119612.560800000093877,1670598.551999999908730,1119912.560800000093877,1670298.552000000141561,14,"26440",강서구,"33","26440","116",12.000000,11353.378667,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,2-7%
2959,1119612.560800000093877,1670298.552000000141561,1119912.560800000093877,1669998.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
3095,1119912.560800000093877,1685898.552000000141561,1120212.560800000093877,1685598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
3096,1119912.560800000093877,1685598.551999999908730,1120212.560800000093877,1685298.552000000141561,14,"26440",강서구,"33","26440","116",25.000000,10765.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
3097,1119912.560800000093877,1685298.552000000141561,1120212.560800000093877,1684998.551999999908730,14,"26440",강서구,"33","26440","116",17.920500,6005.207000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
3098,1119912.560800000093877,1684998.551999999908730,1120212.560800000093877,1684698.552000000141561,14,"26440",강서구,"33","26440","116",12.613667,1686.471333,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,30-60%
3099,1119912.560800000093877,1684698.552000000141561,1120212.560800000093877,1684398.551999999908730,14,"26440",강서구,"33","26440","116",35.000000,5471.000000,"20","20",0.000000000000000,0.000000000000000,1.000000000000000,2-7%
3100,1119912.560800000093877,1684398.551999999908730,1120212.560800000093877,1684098.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,15-30%
3101,1119912.560800000093877,1684098.552000000141561,1120212.560800000093877,1683798.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,30-60%
3102,1119912.560800000093877,1683798.551999999908730,1120212.560800000093877,1683498.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,60-100%
3103,1119912.560800000093877,1683498.552000000141561,1120212.560800000093877,1683198.551999999908730,14,"26440",강서구,"33","26440","116",20.000000,1707.000000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,60-100%
3104,1119912.560800000093877,1683198.551999999908730,1120212.560800000093877,1682898.552000000141561,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
3105,1119912.560800000093877,1682898.552000000141561,1120212.560800000093877,1682598.551999999908730,14,"26440",강서구,"33","26440","116",0.000000,,,,0.000000000000000,0.000000000000000,0.000000000000000,"0"
3132,1119912.560800000093877,1674798.551999999908730,1120212.560800000093877,1674498.552000000141561,14,"26440",강서구,"33","26440","116",13.000000,568.068000,"20","20",0.000000000000000,0.000000000000000,0.000000000000000,"0"
